Account ID Full,Account Name,Legal Name (BvD),Country,Region,Reporting Group,Ultimate Parent,Account Owner,Parent Account
0013X00003pEEFnQAO,AiiA,Mastercard OB Services Europe A/S,Denmark,EMEA,AiiA,MASTERCARD INCORPORATED,Sean Moore,Mastercard
001Ab000002rNarIAE,Aion Bank,Aion Bank,Belgium,EMEA,Aion Bank,WARBURG PINCUS LLC,Fenergo RevOps,Warburg Pincus
001SZ00000AevhpYAB,Air Company,"AIR Company Holdings, Inc.",United States,AMER,Air Company,"AIR Company Holdings, Inc.",Fenergo RevOps,
001Ab000002viAUIAY,Airbnb Payments,Airbnb Payments Luxembourg S.A.,Luxembourg,EMEA,Airbnb,"AIRBNB, INC.",Margaret Kilroy,
001Ab000002rOHBIA2,Aircash,AIRCASH d.o.o.,Croatia,EMEA,Aircash,AIRCASH d.o.o.,Fenergo RevOps,
001Ab000003XVpYIAW,AirPak International,Airpak International,India,APAC,AirPak International,Airpak International,Fenergo RevOps,
001Ab000003ixPIIAY,Airplus,Airplus International GmbH,Germany,EMEA,AirPlus International,SEB KORT BANK AB,Elaine Zhang,AirPlus International
001Ab000002rNqmIAE,AirPlus International,Airplus International GmbH,Germany,EMEA,AirPlus International,SEB KORT BANK AB,Sean Moore,
0013X00002i3W92QAE,Airstar Bank Limited,Airstar Bank Limited,Hong Kong,APAC,Xiaomi Finance,XIAOMI FINANCE INC.,Laurent Lamarlere,
001Ab000002rNiDIAU,Airtm,Airtm Inc.,United States,AMER,Airtm,Airtm Inc.,Fenergo RevOps,
001Ab000002rNs6IAE,Airwallex,Airwallex Pty Ltd,Australia,APAC,Airwallex,AIRWALLEX (CAYMAN) LIMITED,Eoin Keating,
001Ab000002rNL7IAM,AJ Bell,AJ Bell PLC,United Kingdom,EMEA,AJ Bell,AJ BELL PLC,Fenergo RevOps,
001Ab000002xRN4IAM,AKBANK T.A.S.,Akbank T.A.S.,Turkey,EMEA,Akbank,AKBANK T.A.S.,Fenergo RevOps,
001Ab000002rNm5IAE,Akcenta,Akcenta Digital s.r.o.,Czech Republic,EMEA,Raiffeisen Bank International,RAIFFEISEN BANK INTERNATIONAL AG,Fenergo RevOps,Raiffeisen Bank
001SZ000007CDJuYAO,Aker Solutions,Aker Solutions ASA,Norway,EMEA,Aker Solutions,AKER SOLUTIONS ASA,Sean Moore,
001SZ00000NApx9YAD,AKJ,AKJ PE AS,Norway,EMEA,AKJ,AKJ GROUP LTD,Fenergo RevOps,
001Ab000003kadFIAQ,AKO Capital,AKO Capital LLP,United Kingdom,EMEA,AKO Capital,AKO CAPITAL LLP,Fenergo RevOps,
001SZ00000EzhBKYAZ,Akode,,Turkey,EMEA,Akode,Akode,Fenergo RevOps,
001Ab000002rNjTIAU,Akt Co.,,United Kingdom,EMEA,Akt Co,Akt Co.,Fenergo RevOps,
001Ab000002rOcmIAE,Aktia,Aktia Plc,Finland,EMEA,Aktia,Aktia Plc,Sean Moore,
001Ab000002rOVNIA2,Akua,Akua Colombia Processing S A S,Colombia,AMER,Akua,Akua Colombia Processing S A S,Fenergo RevOps,
0013X00002TejPOQAZ,Al Ahli Bank of Kuwait,Al Ahli Bank of Kuwait K.S.C.P.,Kuwait,EMEA,Al Ahli Bank of Kuwait,AL AHLI BANK OF KUWAIT K.S.C.P.,Fenergo RevOps,
001Ab00000313HMIAY,Al Etihad Credit Bureau,,United Arab Emirates,EMEA,Al Etihad Credit Bureau,,Fenergo RevOps,
0012000001aui87AAA,Al Fardan Group,Alfardan Group L.L.C,United Arab Emirates,EMEA,Alfardan Group,ALFARDAN GROUP L.L.C,Fenergo RevOps,
0012000001WUVuXAAX,Al Hilal Bank,Al Hilal Bank PJSC,United Arab Emirates,EMEA,Al Hilal Bank,GOVERNMENT OF ABU DHABI,Fenergo RevOps,
001Ab000002xRMGIA2,AL KHALIJI COMMERCIAL BANK,Al Khalij Commercial Bank P.Q.S.C.,Qatar,EMEA,Al Khaliji Commercial Bank,Al Khalij Commercial Bank P.Q.S.C.,Fenergo RevOps,
001Ab0000030l9vIAA,Al Maryah Community Bank,Bank AL Maria Local Limited Liability Company Branch,United Arab Emirates,EMEA,Bank Al Mariya,Bank AL Maria Local Limited Liability Company Branch,Fenergo RevOps,
0012000001WUVugAAH,Al Masraf Bank,Arab Bank for Investment & ForeignTrade,United Arab Emirates,EMEA,Al Masraf Bank,Arab Bank for Investment & ForeignTrade,Sean Moore,
0012000001bIULTAA4,Al Rajhi Bank,Al Rajhi Bank,Saudi Arabia,EMEA,Al Rajhi Bank,AL RAJHI BANK,Fenergo RevOps,
0013X00003SPx7YQAT,Al Rayan Bank (UK),AL Rayan (UK) LTD,United Kingdom,EMEA,Al Rayan Bank,AL Rayan (UK) LTD,Fenergo RevOps,
001SZ000007DibwYAC,Alabama Credit Union,Alabama Credit Union,United States,AMER,Alabama Credit Union,Alabama Credit Union,Fenergo RevOps,
001SZ000007CDKhYAO,Alabama Power Company,Alabama Power Company,United States,AMER,Southern Company,THE SOUTHERN COMPANY,Jan Dinger,Southern Company
001Ab000002rOOkIAM,Alan,Alan,France,EMEA,Alan,ALAN,Fenergo RevOps,
001SZ000008uORtYAM,Alan Biller,"Alan D. Biller and Associates, Inc.",United States,AMER,Alan Biller,"Alan D. Biller and Associates, Inc.",Fenergo RevOps,
001Ab000002xRpvIAE,ALANDSBANKEN ABP,Alandsbanken Abp,Finland,EMEA,Alandsbanken,ALANDSBANKEN ABP,Fenergo RevOps,
001SZ00000A2o9SYAR,Alantra,"Alantra Partners, S.A.",Spain,EMEA,Alantra,"Alantra Partners, S.A.",Fenergo RevOps,
001Ab000002rNJwIAM,Alariam,Alariam World SL.,Spain,EMEA,Alariam,SELF RECOVERY SL.,Fenergo RevOps,
001Ab000002rOvCIAU,Alba Leasing spa,Alba Leasing S.p.A.,Italy,EMEA,Alba Leasing,Alba Leasing S.p.A.,Fenergo RevOps,
001SZ00000GbnIOYAZ,Albamedia (GLOBAL),,Albania,EMEA,Albamedia,,Craig Cahill,
0010O00001jLvefQAC,Albaraka Bank Group (BHR),AL Baraka Group B.S.C. (Suspended),Bahrain,EMEA,Albaraka Bank,AL Baraka Group B.S.C. (Suspended),Fenergo RevOps,
001Ab000002xRKeIAM,ALBARAKA BANKING GROUP B.S.C.,Al Baraka Group B.S.C,Bahrain,EMEA,Dallah Albaraka Holding,DALLAH ALBARAKA HOLDING COMPANY B.S.C (CLOSED),Fenergo RevOps,
001SZ00000FbD7WYAV,Alberta Investment Management,Alberta Investment Management Corp,Canada,AMER,Legislative Assembly of Alberta,LEGISLATIVE ASSEMBLY OF ALBERTA,Fenergo RevOps,ATB
001SZ00000LGvHiYAL,Albertsons Companies,"Albertsons Companies, Inc.",United States,AMER,Albertsons Companies,"CRAIG COURT, INC.",Fenergo RevOps,
001Ab000002s0HuIAI,Alchelyst,Alchelyst Limited,Ireland,EMEA,Alchelyst,ALCHELYST HOLDINGS LIMITED,David Warnock,
001SZ000007CDM3YAO,Alcoa,Alcoa Corporation,United States,AMER,Alcoa,ALCOA CORPORATION,Jan Dinger,
001Ab000002rNuxIAE,ALD Automotive,ALD Automotive Russie,France,EMEA,ALD Automotive,ALD Automotive Russie,Fenergo RevOps,
001Ab000003l2RDIAY,ALD Italy,ALD Italia Srls,Italy,EMEA,ALD Italy,ALD ITALIA SRLS,Fenergo RevOps,
001Ab000003NEgjIAG,aldautomotive.com,Temsys ALD Automotive,France,EMEA,Aldautomotive,SOCIÉTÉ GÉNÉRALE,Fenergo RevOps,Societe Generale
0012000001WUUtoAAH,Aldermore Bank,Aldermore Bank Plc,United Kingdom,EMEA,FirstRand,FIRSTRAND LIMITED,Ian McLoughlin,FIRSTRAND BANK LIMITED
001SZ00000GkxBzYAJ,Alegeus,"Alegeus Technologies, LLC",United States,AMER,Alegeus,"VISTA HOLDINGS GROUP, L.P.",Fenergo RevOps,
001SZ0000076pcLYAQ,Alerus,Alerus Financial,United States,AMER,Alerus,Alerus Financial,Fenergo RevOps,
001Ab000002dcRzIAI,Aleta Planet,Aleta Planet Pte. Ltd.,Singapore,APAC,Aleta Planet,ALETA PLANET HOLDING PTE. LTD.,Laurent Lamarlere,
001Ab000002ommfIAA,Alex Bank,Alex Bank Pty Ltd,Australia,APAC,Alex Bank,ALEX CORPORATION LIMITED,Fenergo RevOps,
001Ab000002rNLdIAM,Algebra Capital,"Algebra Capital, LDA",Portugal,EMEA,Algebra Capital,"Algebra Capital, LDA",Fenergo RevOps,
001SZ000009psRIYAY,Alger,"Alger Associates, Inc.",United States,AMER,Alger,"ALGER ASSOCIATES, INC.",Fenergo RevOps,
0010O000027snuDQAQ,AlgoMe Consulting,,United Kingdom,EMEA,AlgoMe Consulting,,Fenergo RevOps,
001Ab000002rOoRIAU,Ali pay,"Alipay (china) network technology co., ltd.",China,APAC,Hangzhou Yunbo Investment Consulting,"HANGZHOU YUNBO INVESTMENT CONSULTING CO., LTD.",Fenergo RevOps,
001Ab000002ONczIAG,Alibaba Inc.,"Alibaba (china) co., ltd.",China,APAC,Alibaba Group,ALIBABA GROUP HOLDING LIMITED,Fenergo RevOps,
0010O00001oHvjfQAC,Alinma Bank,Alinma Bank Public joint stock company,Saudi Arabia,EMEA,Alinma Bank,ALINMA BANK PUBLIC JOINT STOCK COMPANY,Fenergo RevOps,
001Ab000002rORoIAM,Alior Bank,Alior Bank Spolka Akcyjna,Poland,EMEA,Alior Bank,Alior Bank Spolka Akcyjna,Fenergo RevOps,
001SZ000005ygG4YAI,Alisa Bank,Alisa Bank Plc,Finland,EMEA,Alisa Bank,ALISA BANK PLC,Fenergo RevOps,
001SZ0000099rhYYAQ,AlixPartners,Alixpartners LLP,United States,AMER,AlixPartners,LAKEVIEW CAPITAL HOLDINGS INC,Fenergo RevOps,
001SZ00000K25D3YAJ,Alkami Technology,Alkami Technology INC,United States,AMER,Alkami,ALKAMI TECHNOLOGY INC,Fenergo RevOps,
001Ab000003j6xPIAQ,Allan Gray AM,Allan Gray South Africa (PTY) LTD,South Africa,EMEA,Allan Gray,ALLAN GRAY GROUP (PTY) LTD,Fenergo RevOps,
001SZ000007CDM1YAO,Alleima,Alleima AB,Sweden,EMEA,Alleima,ALLEIMA AB,Sean Moore,
001SZ00000BZZB9YAP,Allen & Company,"Allen & Company of Florida, Inc.",United States,AMER,Allen & Company,LPL FINANCIAL HOLDINGS INC.,Fenergo RevOps,
001Ab000002rNvRIAU,Allfunds,Allfunds Bank SA,Spain,EMEA,Allfunds,ALLFUNDS GROUP PLC,Alexander Hase,
0013X00003WmnBBQAZ,Alliance Bank Malaysia Berhad,Alliance Bank Malaysia Berhad,Malaysia,APAC,Alliance Bank Malaysia,ALLIANCE BANK MALAYSIA BERHAD,Laurent Lamarlere,
001SZ000005hUHlYAM,Alliance Trust,Alliance Trust Plc,United Kingdom,EMEA,Alliance Trust,ALLIANCE WITAN PLC,Fenergo RevOps,
0012000001WUVb3AAH,AllianceBernstein,Alliancebernstein Corporation,United States,AMER,AllianceBernstein,ALLIANCEBERNSTEIN CORPORATION,Fenergo RevOps,
001SZ00000AWNQVYA5,AllianceBernstein Japan Ltd.,Alliance Bernstein Japan Ltd.,Japan,APAC,Equitable Holdings,EQUITABLE HOLDINGS INC.,Yuan Emma Li,"Equitable Holdings, Inc."
0013X00003J2ynjQAB,Alliant Credit Union,Alliant Credit Union,United States,AMER,Alliant Credit Union,ALLIANT CREDIT UNION,Fenergo RevOps,
001Ab000003dgceIAA,Allianz Banque France,Allianz Banque SA,France,EMEA,Allianz,ALLIANZ SE,Fenergo RevOps,Allianz Global Investors
001SZ00000bPFg6YAG,Allianz GI,,Germany,EMEA,Allianz,ALLIANZ SE,Alexander Hase,Allianz Global Investors
0010O00001rje2dQAA,Allianz Global Investors,Allianz Global Investors GmbH,Germany,EMEA,Allianz,ALLIANZ SE,Alexander Hase,
001Ab000002r5qJIAQ,Allianz Malaysia,Allianz Malaysia Bhd,Malaysia,APAC,Allianz,ALLIANZ SE,Laurent Lamarlere,Allianz Global Investors
001SZ0000083k6iYAA,Allianz trade,Euler Hermes Credit France,France,EMEA,Allianz,ALLIANZ SE,Bianca Mawee-Patel,Allianz Global Investors
001Ab000002rNulIAE,Allica Bank,Allica Bank Limited,United Kingdom,EMEA,Allica Bank,ALLICA BANK LIMITED,Fenergo RevOps,
001SZ00000AlhN7YAJ,Allio Finance,Allio Advisors LLC,United States,AMER,Allio Finance,Allio Advisors LLC,Fenergo RevOps,
001Ab000002rNedIAE,Allitude SPA (inbank.it),Allitude S.P.A.,Italy,EMEA,Cassa Centrale Banca,CASSA CENTRALE BANCA CREDITO COOPERATIVO ITALIANO SPA,Fenergo RevOps,Cassa Centrale Banca
001SZ00000AuV0CYAV,Allocate,"Allocate Management Company, LLC",United States,AMER,Allocate,"Allocate Management Company, LLC",Fenergo RevOps,
001Ab000002rOkGIAU,Alloy,"Alloy, Inc.",United States,AMER,Alloy,ZELNICKMEDIA CORPORATION,Fenergo RevOps,
001Ab000002xRvTIAU,Alloya Corporate Federal Credit Union,Alloya Corporate Federal Credit Union,United States,AMER,Alloya Corporate FCU,Alloya Corporate Federal Credit Union,Fenergo RevOps,
001Ab000002rNnkIAE,Allpay,Allpay Limited,United Kingdom,EMEA,Allpay,ALLPAY GROUP LIMITED,Fenergo RevOps,
001SZ000008RRytYAG,Allspring Global Investment,Allspring Global Investments Holdings LLC,United States,AMER,Allspring Global Investments,ALLSPRING GROUP HOLDINGS LLC,Craig Grootenboer,
001Ab000002rNuOIAU,Allstar Business Solutions,Allstar Business Solutions Limited,United Kingdom,EMEA,Corpay,CORPAY INC,Fenergo RevOps,
001Ab000002RgeyIAC,Allstate,THE Allstate Corporation,United States,AMER,Allstate,THE ALLSTATE CORPORATION,Gregory Fleming,
001SZ00000GsKv4YAF,Allworth Financial,"Allworth Financial, L.P.",United States,AMER,Allworth Financial,"Allworth Financial, L.P.",Fenergo RevOps,
0012000001WUUboAAH,Ally Financial Services,Ally Financial Inc.,United States,AMER,Ally Financial,ALLY FINANCIAL INC.,Craig Grootenboer,
001Ab000002rNOHIA2,Alma Pay,Alma,France,EMEA,Alma Pay,ALMA,Fenergo RevOps,
0012000001i5F2DAAU,ALMetrics,,United Arab Emirates,EMEA,ALMetrics,ALMetrics,Fenergo RevOps,
001SZ00000CVKN5YAP,Alperia,Alperia SPA,Italy,EMEA,Alperia,ALPERIA SPA,Fenergo RevOps,
0012000001WUUasAAH,Alpha Bank S.A.,Alpha Bank S.A.,Greece,EMEA,Alpha Bank,ALPHA BANK S.A.,Sarah Montgomery,
0013X00002ZOJEoQAP,Alpha FMC,,Luxembourg,EMEA,Alpha FMC,,Richard Coveney,
001Ab000002rNSZIA2,Alpha Group,Alpha FX Limited,United Kingdom,EMEA,Alpha Group,ALPHA FX LIMITED,Sean Moore,
001SZ000007CDM4YAO,Alpha Metallurgical Resources,"Alpha Metallurgical Resources, Inc.",United States,AMER,Alpha Metallurgical Resources,"ALPHA METALLURGICAL RESOURCES, INC.",Jan Dinger,
001SZ000008uORvYAM,Alphadyne Asset Management,Alphadyne Asset Management LP,United States,AMER,Alphadyne Asset Management,PHILIPPE KHUONG-HUU LLC,Fenergo RevOps,
0010O00002Pty2QQAR,Alpine Bank,Alpine Bank,United States,AMER,Alpine Bank,ALPINE BANKS OF COLORADO,Fenergo RevOps,
001Ab000002xRmEIAU,Alps Fund Service (SS&C Company),"Alps Fund Services, Inc.",United States,AMER,Alps Fund Service,"SS&C TECHNOLOGIES HOLDINGS, INC.",Stephen Florence,SS&C GlobeOp
001Ab000002rNsZIAU,Alt21 (Assure Hedge),ALT 21 Limited,United Kingdom,EMEA,Alt21,ALT 21 SOFTWARE LIMITED,Fenergo RevOps,
001SZ000007CDLZYA4,altafiber,Altafiber,United States,AMER,Altafiber,Altafiber,Jan Dinger,
0013X00002PHQU0QAP,Altair Advisers,Altair Advisers LLC,United States,AMER,Altair Advisers,Altair Advisers LLC,Fenergo RevOps,
001Ab000002rNB9IAM,Altamar CAM Partners,Altamar CAM Partners SL.,Spain,EMEA,Altamar CAM Partners,ALTAMAR CAM PARTNERS SL.,Fenergo RevOps,
0013X00002PGgrcQAD,Altavest Worldwide Trading,"Altavest Worldwide Trading, Inc.",United States,AMER,Altavest Worldwide Trading,ALTAVEST WORLDWIDE TRADING INC,Fenergo RevOps,
0013X00002PHl2sQAD,Alter Domus,Alter Domus Participations S.a r.l.,Luxembourg,EMEA,Alter Domus,ALTER DOMUS GLOBAL S.À R.L.,Stephen Florence,
001Ab000002rOCiIAM,Alternative Derivatives Exchange,Alternative Derivatives Exchange LTD,United Kingdom,EMEA,Alternative Derivatives Exchange,ADEX HOLDINGS LIMITED,Fenergo RevOps,
001Ab000002rNsAIAU,Alternative Payments,UAB Alternative Payments,Lithuania,EMEA,Alternative Payments,UAB ALTERNATIVE PAYMENTS,Fenergo RevOps,
001SZ000007CDLaYAO,Altice,Altice,United States,AMER,Altice,Altice,Jan Dinger,
001Ab000002rNkTIAU,Altice Pay,"Altice Pay, S.A.",Portugal,EMEA,Altice Pay,NEXT LUXEMBOURG S.C.SP,Fenergo RevOps,
001SZ0000092a76YAA,Altimeter,Altimeter Growth Corp,United States,AMER,Altimeter,Altimeter Growth Corp,Fenergo RevOps,
001SZ00000vewJ1YAI,Altimetrik,,,,,,Matt Edwards,
001Ab000002rNZjIAM,AltPay Ltd,Finsei LTD,United Kingdom,EMEA,AltPay,FINSEI LTD,Fenergo RevOps,
001SZ000008iUqdYAE,Altrinsic Global Advisors,"Altrinsic Global Advisors, LLC",United States,AMER,Altrinsic Global Advisors,"ALTRINSIC GLOBAL ADVISORS, LLC",Fenergo RevOps,
001Ab000002rNdwIAE,Altruist,Altruist Corp,United States,AMER,Altruist,ALTRUIST PARTNERS LLC,Fenergo RevOps,
001Ab00000362UJIAY,Altum Group,Altum Trustees Limited,United Kingdom,EMEA,Altum Group,Altum Trustees Limited,David Warnock,
001Ab000002rNADIA2,"Altura Markets S.V., S.A.",Altura Markets Sociedad de Valores SA,Spain,EMEA,Altura Markets,Altura Markets Sociedad de Valores SA,Fenergo RevOps,
001SZ00000BZKFLYA5,ALVAREZ & MARSAL (A&M),Alvarez & Marsal Europe Limited,United Kingdom,EMEA,Alvarez & Marsal,"ALVAREZ & MARSAL, INC",Fenergo RevOps,
001Ab000002rMsuIAE,Alvexo,Alvexo,Cyprus,EMEA,Alvexo,Alvexo,Fenergo RevOps,
001Ab000002rOkEIAU,Alviere,"Mezu (Na), INC",United States,AMER,Alviere,"Mezu (Na), INC",Fenergo RevOps,
0010O00002Pty2SQAR,Amalgamated Bank,Amalgamated Bank,United States,AMER,Amalgamated Bank,WORKERS UNITED,Fenergo RevOps,
001SZ00000Q2xLDYAZ,Amalgamated Metal Trading Ltd,Amalgamated Metal Trading Limited,United Kingdom,EMEA,Amalgamated Metal Trading,AMCO INVESTMENTS LIMITED,Sarah Montgomery,
0010O00002Pty2TQAR,Amarillo National Bank,Amarillo National Bank,United States,AMER,Amarillo National Bank,"AMARILLO NATIONAL BANCORP, INC.",Fenergo RevOps,
001Ab000002rOKqIAM,Amazon Payments,Amazon Payments Inc.,United States,AMER,Amazon,"AMAZON.COM, INC.",Fenergo RevOps,
001Ab000002rNKYIA2,Amazon Payments EU,Amazon Payments UK Limited,United Kingdom,EMEA,Amazon,"AMAZON.COM, INC.",Nuala Kelly,
0010O000020DpzAQAS,AmBank Group,AMMB Holdings Berhad,Malaysia,APAC,AmBank Group,AMMB HOLDINGS BERHAD,Laurent Lamarlere,
0013X00003pGMaJQAW,Amber Group,Amber Global Limited,Hong Kong,APAC,Amber Group,AMBER GLOBAL LIMITED,Fenergo RevOps,
001Ab000003mYqIIAU,Ambienta,Ambienta Holding S.P.A.,Italy,EMEA,Ambienta,AMBIENTA HOLDING S.P.A.,Fenergo RevOps,
001Ab000002rNwOIAU,Ambr Payments,Ambr Payments UAB,Lithuania,EMEA,Ambr Payments,TYPHOON WEALTH GROUP LIMITED,Fenergo RevOps,
001Ab000002rOPLIA2,AMCO - Asset Management Company,Amco - Asset Management Company S.P.A.,Italy,EMEA,Amco Asset Management,REPUBBLICA ITALIANA,Fenergo RevOps,
001Ab000002rNHPIA2,AMDAX,Amdax B.V.,Netherlands,EMEA,AMDAX,AMDAX HOLDING B.V.,Fenergo RevOps,
001SZ00000MqxXDYAZ,Amdocs,"Amdocs, Inc.",United States,AMER,Amdocs,AMDOCS LIMITED,Fenergo RevOps,
0012000001aDxI5AAK,Amerant,Amerant Bancorp Inc,United States,AMER,Amerant Bancorp,AMERANT BANCORP INC,Fenergo RevOps,
001SZ000007CDKiYAO,Ameren,Ameren Corporation,United States,AMER,Ameren,AMEREN CORPORATION,Jan Dinger,
0012000001aDlPhAAK,America First Credit Union,,United States,AMER,America First Credit Union,AMERICA FIRST FEDERAL CREDIT UNION,Fenergo RevOps,
001Ab000002xRzJIAU,"American AgCredit, ACA",American Agcredit PCA,United States,AMER,American AgCredit,American Agcredit PCA,Fenergo RevOps,
001Ab000002xRyZIAU,American Airlines Federal Credit Union,American Airlines Federal Credit Union,United States,AMER,American Airlines FCU,American Airlines Federal Credit Union,Fenergo RevOps,
0010O000023gqW1QAI,American Century Investments,American Century Investment Management INC,United States,AMER,American Century Investments,AMERICAN CENTURY CO INC,Gregory Fleming,
0012000001WUUbOAAX,American Express,American Express Company,United States,AMER,American Express,AMERICAN EXPRESS COMPANY,Mick Furlong,
001SZ00000yASenYAG,American Express Australia Limited,American Express Australia Limited,Australia,APAC,American Express,AMERICAN EXPRESS COMPANY,Eoin Keating,American Express
001Ab000002viA0IAI,American Express Carte France,American Express Carte France SA,France,EMEA,American Express,AMERICAN EXPRESS COMPANY,Fenergo RevOps,American Express
001Ab0000033tBiIAI,American Express International,American Express International Inc.,Ireland,EMEA,American Express,AMERICAN EXPRESS COMPANY,Nuala Kelly,American Express
0013X00003nhRBIQA2,American Express Mexico,American Express Travel Related Service Company INC,Mexico,AMER,American Express,AMERICAN EXPRESS COMPANY,Fenergo RevOps,American Express
001Ab000002rPHTIA2,"AMERICAN EXPRESS PAYMENTS EUROPE, S.L.",American Express Payments Europe SLU,Spain,EMEA,American Express,AMERICAN EXPRESS COMPANY,Fenergo RevOps,American Express
001Ab000002xRpWIAU,American Family Insurance Group,American Family Insurance Co.,United States,AMER,American Family Insurance,AMERICAN FAMILY INSURANCE MUTUAL HOLDING CO,Fenergo RevOps,
0012000001WUVb1AAH,American International Group (AIG),American International Group Inc.,United States,AMER,AIG,AMERICAN INTERNATIONAL GROUP INC.,Mick Furlong,
001Ab000002rNwRIAU,American International Group (AIG),American International Group Inc.,United States,AMER,AIG,AMERICAN INTERNATIONAL GROUP INC.,Fenergo RevOps,American International Group (AIG)
0012000001WUUqKAAX,American National Bank,"American National Bank, Florida",United States,AMER,American National Bank,"ANB HOLDINGS, INC.",Fenergo RevOps,
001SZ000009OAp8YAG,American National Bank of Texas,The American National Bank of Texas,United States,AMER,American National Bank of Texas,"A.N.B. HOLDING COMPANY, LTD.",Fenergo RevOps,
0010O00002HKEAHQA5,American Savings Bank,"American Savings Bank, F.S.B. - Campus Branch",United States,AMER,American Savings Bank,"ASB HAWAII, INC.",Fenergo RevOps,
0013X00003aHANnQAO,Ameriprise Financial,"Ameriprise Financial, Inc.",United States,AMER,Ameriprise Financial,"AMERIPRISE FINANCIAL, INC.",Jack Turner,
0010O00002Pty2dQAB,Ameris Bank,Ameris Bank,United States,AMER,Ameris Bank,AMERIS BANCORP,Joseph Cawley,
001Ab000002xRpYIAU,Ameritas Life Insurance Corp,Ameritas Life Insurance Corp.,United States,AMER,Ameritas Life,AMERITAS MUTUAL HOLDING CO.,Fenergo RevOps,
001Ab000003ZTT6IAO,Amicorp Fund Services,Amicorp Fund Services Luxembourg S.A.,Luxembourg,EMEA,Amicorp Fund Services,Amicorp Fund Services Luxembourg S.A.,David Warnock,
0012000001WUV1kAAH,Amicorp Group,,India,APAC,Amicorp Group,,Fenergo RevOps,
001Ab000002v7ZjIAI,Amina Group,AMINA Bank AG,Switzerland,EMEA,Amina Bank,AMINA BANK AG,Alexander Hase,
001SZ00000HH5UaYAL,AMINA HK,AMINA Bank AG,Hong Kong,APAC,Amina Bank,AMINA BANK AG,Laurent Lamarlere,Amina Group
001Ab000002rNb6IAE,amlrightsource,AML Rightsource LLC,United States,AMER,Gridiron Capital,GRIDIRON CAPITAL LLC,Fenergo RevOps,Gridiron Capital
001Ab000002rOoeIAE,Amount,Amount INC,United States,AMER,Amount,AMOUNT INC,Fenergo RevOps,
0010O00001kppV9QAI,AMP,Amp Limited,Australia,APAC,AMP,AMP LIMITED,Eoin Keating,
0013X000037ZJq9QAG,AMP New Zealand,Tyco Electronics NZ Limited,New Zealand,APAC,AMP New Zealand,TE CONNECTIVITY PLC,Eoin Keating,
0010O000023gsJmQAI,Ampega,Ampega Asset Management GmbH,Germany,EMEA,HDI Group,HDI HAFTPFLICHTVERBAND DER DEUTSCHEN INDUSTRIE VERSICHERUNGSVEREIN AUF GEGENSEITIGKEIT,Fenergo RevOps,
001SZ00000CrZLjYAN,Amplify Partners,"Amplify GP Partners IV, LLC",United States,AMER,Amplify Partners,"Amplify GP Partners IV, LLC",Fenergo RevOps,
001Ab000002rP2IIAU,Amsterdam Trade Bank,Amsterdam Trade Bank NV,Netherlands,EMEA,Amsterdam Trade Bank,"JOINT STOCK COMPANY ""ALFA-BANK",Fenergo RevOps,
0012000001WUVwQAAX,Amundi,Amundi SA,France,EMEA,Amundi,SAS RUE LA BOETIE,Thomas Vilchez,Credit Agricole
0013X00003NV4oOQAT,An Post,ONE Direct (Ireland) Limited,Ireland,EMEA,An Post,THE MINISTER FOR COMMUNICATIONS CLIMATE ACTION AND ENVIRONMENT,Aoife Doyle,
001Ab000002rP4vIAE,Anadolubank Nederland N.V.,Anadolubank Nederland NV,Netherlands,EMEA,Anadolubank Netherlands,HABAS SINAI VE TIBBI GAZLAR ISTIHSAL ENDUSTRISI ANONIM SIRKETI,Fenergo RevOps,
001Ab000002rNbFIAU,Anas Italia,Anas.It SRL,Italy,EMEA,Anas Italia,ANAS.IT SRL,Fenergo RevOps,
0010O00002Pty2fQAB,ANB Bank,ANB Bank,United States,AMER,ANB Bank,"STURM FINANCIAL GROUP, INC.",Fenergo RevOps,
001SZ0000078GDCYA2,Anchor Capital Advisors,Anchor Capital Advisors LLC,United States,AMER,Anchor Capital Advisors,ANCHOR CAPITAL ADVISORS LLC,Fenergo RevOps,
001SZ000009147hYAA,Anchorage Capital Advisors,"Anchorage Capital Advisors, L.P.",United States,AMER,Anchorage Capital Advisors,"Anchorage Capital Advisors, L.P.",Ramin Mohammadi,
001Ab000002rNAhIAM,Ancoria Bank,Ancoria Bank Limited,Cyprus,EMEA,Ancoria Bank,ANCORIA INVESTMENTS PLC,Fenergo RevOps,
001Ab000002vi9pIAA,Andaria Financial Services,Andaria Financial Services Limited,Malta,EMEA,Andaria Financial Services,ANDARIA CAPITAL LIMITED,Fenergo RevOps,
001Ab000002vi9sIAA,Andbank,Andbank AR Investment Sicav - Serradells,Andorra,EMEA,Andbank AR Serradells,Andbank AR Investment Sicav - Serradells,Alexander Hase,
